t,x(t)
0.7265,0.787923
0.727,0.788383
0.7275,0.788844
0.728,0.789304
0.7285,0.789764
0.729,0.790224
0.7295,0.790683
0.73,0.791143
0.7305,0.791602
0.731,0.792061
0.7315,0.792519
0.732,0.792978
0.7325,0.793436
0.733,0.793894
0.7335,0.794352
0.734,0.794809
0.7345,0.795267
0.735,0.795724
0.7355,0.796181
0.736,0.796638
0.7365,0.797094
0.737,0.797551
0.7375,0.798007
0.738,0.798462
0.7385,0.798918
0.739,0.799373
0.7395,0.799829
0.74,0.800284
0.7405,0.800738
0.741,0.801193
0.7415,0.801647
0.742,0.802101
0.7425,0.802555
0.743,0.803009
0.7435,0.803462
0.744,0.803915
0.7445,0.804368
0.745,0.804821
0.7455,0.805274
0.746,0.805726
0.7465,0.806178
0.747,0.80663
0.7475,0.807082
0.748,0.807533
0.7485,0.807984
0.749,0.808435
0.7495,0.808886
0.75,0.809336
0.7505,0.809787
0.751,0.810237
0.7515,0.810686
0.752,0.811136
0.7525,0.811585
0.753,0.812034
0.7535,0.812483
0.754,0.812932
0.7545,0.813381
0.755,0.813829
0.7555,0.814277
0.756,0.814725
0.7565,0.815172
0.757,0.815619
0.7575,0.816066
0.758,0.816513
0.7585,0.81696
0.759,0.817406
0.7595,0.817852
0.76,0.818298
0.7605,0.818744
0.761,0.819189
0.7615,0.819635
0.762,0.82008
0.7625,0.820524
0.763,0.820969
0.7635,0.821413
0.764,0.821857
0.7645,0.822301
0.765,0.822745
0.7655,0.823188
0.766,0.823631
0.7665,0.824074
0.767,0.824517
0.7675,0.824959
0.768,0.825401
0.7685,0.825843
0.769,0.826285
0.7695,0.826726
0.77,0.827167
0.7705,0.827608
0.771,0.828049
0.7715,0.82849
0.772,0.82893
0.7725,0.82937
0.773,0.82981
0.7735,0.830249
0.774,0.830689
0.7745,0.831128
0.775,0.831567
0.7755,0.832005
0.776,0.832443
0.7765,0.832882
0.777,0.833319
0.7775,0.833757
0.778,0.834194
0.7785,0.834632
0.779,0.835069
0.7795,0.835505
0.78,0.835942
0.7805,0.836378
0.781,0.836814
0.7815,0.837249
0.782,0.837685
0.7825,0.83812
0.783,0.838555
0.7835,0.83899
0.784,0.839424
0.7845,0.839858
0.785,0.840292
0.7855,0.840726
0.786,0.841159
0.7865,0.841593
0.787,0.842026
0.7875,0.842458
0.788,0.842891
0.7885,0.843323
0.789,0.843755
0.7895,0.844187
0.79,0.844618
0.7905,0.84505
0.791,0.845481
0.7915,0.845911
0.792,0.846342
0.7925,0.846772
0.793,0.847202
0.7935,0.847632
0.794,0.848061
0.7945,0.848491
0.795,0.84892
0.7955,0.849348
0.796,0.849777
0.7965,0.850205
0.797,0.850633
0.7975,0.851061
0.798,0.851488
0.7985,0.851915
0.799,0.852342
0.7995,0.852769
0.8,0.853196
0.8005,0.853622
0.801,0.854048
0.8015,0.854473
0.802,0.854899
0.8025,0.855324
0.803,0.855749
0.8035,0.856174
0.804,0.856598
0.8045,0.857022
0.805,0.857446
0.8055,0.85787
0.806,0.858293
0.8065,0.858716
0.807,0.859139
0.8075,0.859562
0.808,0.859984
0.8085,0.860406
0.809,0.860828
0.8095,0.861249
0.81,0.861671
0.8105,0.862092
0.811,0.862513
0.8115,0.862933
0.812,0.863353
0.8125,0.863773
0.813,0.864193
0.8135,0.864613
0.814,0.865032
0.8145,0.865451
0.815,0.865869
0.8155,0.866288
0.816,0.866706
0.8165,0.867124
0.817,0.867542
0.8175,0.867959
0.818,0.868376
0.8185,0.868793
0.819,0.869209
0.8195,0.869626
0.82,0.870042
0.8205,0.870457
0.821,0.870873
0.8215,0.871288
0.822,0.871703
0.8225,0.872118
0.823,0.872532
0.8235,0.872946
0.824,0.87336
0.8245,0.873774
0.825,0.874187
0.8255,0.8746
0.826,0.875013
0.8265,0.875426
0.827,0.875838
0.8275,0.87625
0.828,0.876662
0.8285,0.877073
0.829,0.877484
0.8295,0.877895
0.83,0.878306
0.8305,0.878716
0.831,0.879126
0.8315,0.879536
0.832,0.879946
0.8325,0.880355
0.833,0.880764
0.8335,0.881173
0.834,0.881581
0.8345,0.881989
0.835,0.882397
0.8355,0.882805
0.836,0.883212
0.8365,0.883619
0.837,0.884026
0.8375,0.884433
0.838,0.884839
0.8385,0.885245
0.839,0.885651
0.8395,0.886056
0.84,0.886461
0.8405,0.886866
0.841,0.88727
0.8415,0.887675
0.842,0.888079
0.8425,0.888482
0.843,0.888886
0.8435,0.889289
0.844,0.889692
0.8445,0.890095
0.845,0.890497
0.8455,0.890899
0.846,0.891301
0.8465,0.891702
0.847,0.892103
0.8475,0.892504
0.848,0.892905
0.8485,0.893305
0.849,0.893705
0.8495,0.894105
0.85,0.894505
0.8505,0.894904
0.851,0.895303
0.8515,0.895701
0.852,0.8961
0.8525,0.896498
0.853,0.896896
0.8535,0.897293
0.854,0.89769
0.8545,0.898087
0.855,0.898484
0.8555,0.89888
0.856,0.899276
0.8565,0.899672
0.857,0.900067
0.8575,0.900463
0.858,0.900857
0.8585,0.901252
0.859,0.901646
0.8595,0.90204
0.86,0.902434
0.8605,0.902828
0.861,0.903221
0.8615,0.903614
0.862,0.904006
0.8625,0.904398
0.863,0.90479
0.8635,0.905182
0.864,0.905573
0.8645,0.905964
0.865,0.906355
0.8655,0.906746
0.866,0.907136
0.8665,0.907526
0.867,0.907916
0.8675,0.908305
0.868,0.908694
0.8685,0.909083
0.869,0.909471
0.8695,0.909859
0.87,0.910247
0.8705,0.910635
0.871,0.911022
0.8715,0.911409
0.872,0.911795
0.8725,0.912182
0.873,0.912568
0.8735,0.912954
0.874,0.913339
0.8745,0.913724
0.875,0.914109
0.8755,0.914493
0.876,0.914878
0.8765,0.915262
0.877,0.915645
0.8775,0.916029
0.878,0.916412
0.8785,0.916794
0.879,0.917177
0.8795,0.917559
0.88,0.917941
0.8805,0.918322
0.881,0.918704
0.8815,0.919084
0.882,0.919465
0.8825,0.919845
0.883,0.920225
0.8835,0.920605
0.884,0.920984
0.8845,0.921363
0.885,0.921742
0.8855,0.922121
0.886,0.922499
0.8865,0.922877
0.887,0.923254
0.8875,0.923631
0.888,0.924008
0.8885,0.924385
0.889,0.924761
0.8895,0.925137
0.89,0.925513
0.8905,0.925888
0.891,0.926263
0.8915,0.926638
0.892,0.927012
0.8925,0.927387
0.893,0.92776
0.8935,0.928134
0.894,0.928507
0.8945,0.92888
0.895,0.929252
0.8955,0.929625
0.896,0.929997
0.8965,0.930368
0.897,0.93074
0.8975,0.931111
0.898,0.931481
0.8985,0.931852
0.899,0.932222
0.8995,0.932591
0.9,0.932961
0.9005,0.93333
0.901,0.933698
0.9015,0.934067
0.902,0.934435
0.9025,0.934803
0.903,0.93517
0.9035,0.935538
0.904,0.935904
0.9045,0.936271
0.905,0.936637
0.9055,0.937003
0.906,0.937369
0.9065,0.937734
0.907,0.938099
0.9075,0.938463
0.908,0.938828
0.9085,0.939192
0.909,0.939555
0.9095,0.939918
0.91,0.940281
0.9105,0.940644
0.911,0.941006
0.9115,0.941368
0.912,0.94173
0.9125,0.942091
0.913,0.942453
0.9135,0.942813
0.914,0.943174
0.9145,0.943534
0.915,0.943893
0.9155,0.944253
0.916,0.944612
0.9165,0.944971
0.917,0.945329
0.9175,0.945687
0.918,0.946045
0.9185,0.946402
0.919,0.946759
0.9195,0.947116
0.92,0.947473
0.9205,0.947829
0.921,0.948184
0.9215,0.94854
0.922,0.948895
0.9225,0.94925
0.923,0.949604
0.9235,0.949958
0.924,0.950312
0.9245,0.950666
0.925,0.951019
0.9255,0.951371
0.926,0.951724
0.9265,0.952076
0.927,0.952428
0.9275,0.952779
0.928,0.95313
0.9285,0.953481
0.929,0.953831
0.9295,0.954182
0.93,0.954531
0.9305,0.954881
0.931,0.95523
0.9315,0.955579
0.932,0.955927
0.9325,0.956275
0.933,0.956623
0.9335,0.95697
0.934,0.957317
0.9345,0.957664
0.935,0.95801
0.9355,0.958356
0.936,0.958702
0.9365,0.959047
0.937,0.959392
0.9375,0.959737
0.938,0.960081
0.9385,0.960425
0.939,0.960769
0.9395,0.961112
0.94,0.961455
0.9405,0.961797
0.941,0.96214
0.9415,0.962482
0.942,0.962823
0.9425,0.963164
0.943,0.963505
0.9435,0.963846
0.944,0.964186
0.9445,0.964526
0.945,0.964865
0.9455,0.965204
0.946,0.965543
0.9465,0.965881
0.947,0.96622
0.9475,0.966557
0.948,0.966895
0.9485,0.967232
0.949,0.967568
0.9495,0.967905
0.95,0.968241
0.9505,0.968576
0.951,0.968911
0.9515,0.969246
0.952,0.969581
0.9525,0.969915
0.953,0.970249
0.9535,0.970582
0.954,0.970916
0.9545,0.971248
0.955,0.971581
0.9555,0.971913
0.956,0.972245
0.9565,0.972576
0.957,0.972907
0.9575,0.973238
0.958,0.973568
0.9585,0.973898
0.959,0.974227
0.9595,0.974557
0.96,0.974886
0.9605,0.975214
0.961,0.975542
0.9615,0.97587
0.962,0.976197
0.9625,0.976524
0.963,0.976851
0.9635,0.977177
0.964,0.977503
0.9645,0.977829
0.965,0.978154
0.9655,0.978479
0.966,0.978804
0.9665,0.979128
0.967,0.979452
0.9675,0.979775
0.968,0.980098
0.9685,0.980421
0.969,0.980743
0.9695,0.981065
0.97,0.981387
0.9705,0.981708
0.971,0.982029
0.9715,0.982349
0.972,0.98267
0.9725,0.982989
0.973,0.983309
0.9735,0.983628
0.974,0.983946
0.9745,0.984265
0.975,0.984583
0.9755,0.9849
0.976,0.985217
0.9765,0.985534
0.977,0.985851
0.9775,0.986167
0.978,0.986483
0.9785,0.986798
0.979,0.987113
0.9795,0.987427
0.98,0.987742
0.9805,0.988055
0.981,0.988369
0.9815,0.988682
0.982,0.988995
0.9825,0.989307
0.983,0.989619
0.9835,0.989931
0.984,0.990242
0.9845,0.990553
0.985,0.990863
0.9855,0.991173
0.986,0.991483
0.9865,0.991792
0.987,0.992101
0.9875,0.99241
0.988,0.992718
0.9885,0.993026
0.989,0.993333
0.9895,0.99364
0.99,0.993947
0.9905,0.994253
0.991,0.994559
0.9915,0.994865
0.992,0.99517
0.9925,0.995475
0.993,0.995779
0.9935,0.996083
0.994,0.996387
0.9945,0.99669
0.995,0.996993
0.9955,0.997295
0.996,0.997597
0.9965,0.997899
0.997,0.9982
0.9975,0.998501
0.998,0.998802
0.9985,0.999102
0.999,0.999402
0.9995,0.999701
1,1
