1 & 165.745 & -706.5 & 34.1625 & 13.0944 & 74.0422 & -0.329739 & 
2 & 28.7144 & -447.764 & -3.62529 & 7.44132 & 57.0885 & -0.302995 & 
3 & 23.5595 & -315.837 & -4.09164 & 5.23565 & 40.6425 & -0.215986 & 
4 & 16.8925 & -222.345 & -2.84709 & 3.7011 & 28.757 & -0.150676 & 
5 & 12.0195 & -155.867 & -1.90497 & 2.61101 & 20.2968 & -0.1041 & 
6 & 8.54872 & -108.587 & -1.23281 & 1.83576 & 14.2795 & -0.0709704 & 
7 & 6.08007 & -74.9599 & -0.754679 & 1.28439 & 9.99981 & -0.0474073 & 
8 & 4.32429 & -51.0436 & -0.414616 & 0.892237 & 6.95599 & -0.0306487 & 
9 & 3.07554 & -34.0338 & -0.172754 & 0.613329 & 4.79114 & -0.0187295 & 
10 & 2.1874 & -21.936 & -0.000736371 & 0.414963 & 3.25146 & -0.0102523 & 
11 & 1.55573 & -13.3317 & 0.121607 & 0.27388 & 2.15639 & -0.00422314 & 
12 & 1.10648 & -7.21216 & 0.208621 & 0.173539 & 1.37755 & 6.49745e-05 & 
13 & 0.786954 & -2.85978 & 0.270507 & 0.102174 & 0.823626 & 0.00311479 & 
14 & 0.559701 & 0.235749 & 0.314522 & 0.0514167 & 0.429659 & 0.00528389 & 
15 & 0.398073 & 2.43736 & 0.345826 & 0.0153172 & 0.14946 & 0.0068266 & 
16 & 0.283119 & 4.0032 & 0.368091 & -0.0103576 & -0.049825 & 0.00792382 & 
17 & 0.201361 & 5.11687 & 0.383926 & -0.0286182 & -0.191561 & 0.00870419 & 
18 & 0.143213 & 5.90893 & 0.395188 & -0.0416056 & -0.292367 & 0.00925921 & 
19 & 0.101857 & 6.47227 & 0.403198 & -0.0508426 & -0.364063 & 0.00965395 & 
20 & 0.0724431 & 6.87293 & 0.408895 & -0.0574121 & -0.415055 & 0.0099347 & 
21 & 0.0515233 & 7.15789 & 0.412947 & -0.0620845 & -0.451322 & 0.0101344 & 
22 & 0.0366446 & 7.36056 & 0.415829 & -0.0654077 & -0.477116 & 0.0102764 & 
23 & 0.0260626 & 7.5047 & 0.417879 & -0.0677712 & -0.495461 & 0.0103774 & 
24 & 0.0185363 & 7.60722 & 0.419336 & -0.0694522 & -0.508508 & 0.0104492 & 
25 & 0.0131835 & 7.68013 & 0.420373 & -0.0706477 & -0.517788 & 0.0105003 & 
26 & 0.00937643 & 7.73199 & 0.42111 & -0.071498 & -0.524388 & 0.0105367 & 
27 & 0.00666875 & 7.76887 & 0.421635 & -0.0721028 & -0.529082 & 0.0105625 & 
28 & 0.00474298 & 7.79511 & 0.422008 & -0.0725329 & -0.532421 & 0.0105809 & 
29 & 0.00337332 & 7.81376 & 0.422273 & -0.0728388 & -0.534795 & 0.010594 & 
30 & 0.00239919 & 7.82703 & 0.422462 & -0.0730564 & -0.536484 & 0.0106033 & 
31 & 0.00170636 & 7.83647 & 0.422596 & -0.0732111 & -0.537685 & 0.0106099 & 
32 & 0.00121361 & 7.84318 & 0.422691 & -0.0733212 & -0.538539 & 0.0106146 & 
33 & 0.000863148 & 7.84796 & 0.422759 & -0.0733995 & -0.539147 & 0.0106179 & 
34 & 0.000613892 & 7.85135 & 0.422808 & -0.0734551 & -0.539579 & 0.0106203 & 
35 & 0.000436615 & 7.85377 & 0.422842 & -0.0734947 & -0.539886 & 0.010622 & 
36 & 0.000310532 & 7.85548 & 0.422866 & -0.0735229 & -0.540105 & 0.0106232 & 
37 & 0.000220858 & 7.8567 & 0.422884 & -0.0735429 & -0.54026 & 0.0106241 & 
38 & 0.000157079 & 7.85757 & 0.422896 & -0.0735572 & -0.540371 & 0.0106247 & 
39 & 0.000111719 & 7.85819 & 0.422905 & -0.0735673 & -0.540449 & 0.0106251 & 
40 & 7.94572e-05 & 7.85863 & 0.422911 & -0.0735745 & -0.540505 & 0.0106254 & 
41 & 5.65119e-05 & 7.85894 & 0.422915 & -0.0735796 & -0.540545 & 0.0106256 & 
42 & 4.01927e-05 & 7.85917 & 0.422919 & -0.0735833 & -0.540573 & 0.0106258 & 
43 & 2.8586e-05 & 7.85932 & 0.422921 & -0.0735859 & -0.540593 & 0.0106259 & 
44 & 2.03311e-05 & 7.85944 & 0.422922 & -0.0735877 & -0.540608 & 0.010626 & 
45 & 1.446e-05 & 7.85952 & 0.422924 & -0.073589 & -0.540618 & 0.010626 & 
46 & 1.02843e-05 & 7.85957 & 0.422924 & -0.0735899 & -0.540625 & 0.0106261 & 
47 & 7.31443e-06 & 7.85961 & 0.422925 & -0.0735906 & -0.54063 & 0.0106261 & 
48 & 5.20221e-06 & 7.85964 & 0.422925 & -0.0735911 & -0.540634 & 0.0106261 & 
49 & 3.69994e-06 & 7.85966 & 0.422926 & -0.0735914 & -0.540637 & 0.0106261 & 
50 & 2.63149e-06 & 7.85968 & 0.422926 & -0.0735917 & -0.540638 & 0.0106261 & 
51 & 1.87158e-06 & 7.85969 & 0.422926 & -0.0735918 & -0.54064 & 0.0106261 & 
52 & 1.33111e-06 & 7.85969 & 0.422926 & -0.0735919 & -0.540641 & 0.0106262 & 
53 & 9.4672e-07 & 7.8597 & 0.422926 & -0.073592 & -0.540641 & 0.0106262 & 
54 & 6.73331e-07 & 7.8597 & 0.422926 & -0.0735921 & -0.540642 & 0.0106262 & 
55 & 4.78889e-07 & 7.85971 & 0.422926 & -0.0735921 & -0.540642 & 0.0106262 & 
56 & 3.40598e-07 & 7.85971 & 0.422926 & -0.0735922 & -0.540642 & 0.0106262 & 
57 & 2.42242e-07 & 7.85971 & 0.422926 & -0.0735922 & -0.540643 & 0.0106262 & 
58 & 1.72288e-07 & 7.85971 & 0.422926 & -0.0735922 & -0.540643 & 0.0106262 & 
59 & 1.22536e-07 & 7.85971 & 0.422926 & -0.0735922 & -0.540643 & 0.0106262 & 
60 & 8.71504e-08 & 7.85971 & 0.422926 & -0.0735922 & -0.540643 & 0.0106262 & 
61 & 6.19835e-08 & 7.85971 & 0.422926 & -0.0735922 & -0.540643 & 0.0106262 & 
62 & 4.40842e-08 & 7.85971 & 0.422926 & -0.0735922 & -0.540643 & 0.0106262 & 
63 & 3.13538e-08 & 7.85971 & 0.422926 & -0.0735922 & -0.540643 & 0.0106262 & 
64 & 2.22996e-08 & 7.85971 & 0.422926 & -0.0735922 & -0.540643 & 0.0106262 & 
65 & 1.586e-08 & 7.85971 & 0.422926 & -0.0735922 & -0.540643 & 0.0106262 & 
66 & 1.128e-08 & 7.85971 & 0.422926 & -0.0735922 & -0.540643 & 0.0106262 & 
67 & 8.02263e-09 & 7.85971 & 0.422926 & -0.0735922 & -0.540643 & 0.0106262 & 
68 & 5.70589e-09 & 7.85971 & 0.422926 & -0.0735922 & -0.540643 & 0.0106262 & 
69 & 4.05817e-09 & 7.85971 & 0.422926 & -0.0735922 & -0.540643 & 0.0106262 & 
70 & 2.88627e-09 & 7.85971 & 0.422926 & -0.0735922 & -0.540643 & 0.0106262 & 
71 & 2.05279e-09 & 7.85971 & 0.422926 & -0.0735922 & -0.540643 & 0.0106262 & 
72 & 1.45999e-09 & 7.85971 & 0.422926 & -0.0735922 & -0.540643 & 0.0106262 & 
73 & 1.03838e-09 & 7.85971 & 0.422926 & -0.0735922 & -0.540643 & 0.0106262 & 
74 & 7.38524e-10 & 7.85971 & 0.422926 & -0.0735922 & -0.540643 & 0.0106262 & 
75 & 5.25257e-10 & 7.85971 & 0.422926 & -0.0735922 & -0.540643 & 0.0106262 & 
76 & 3.73576e-10 & 7.85971 & 0.422926 & -0.0735922 & -0.540643 & 0.0106262 & 
77 & 2.65696e-10 & 7.85971 & 0.422926 & -0.0735922 & -0.540643 & 0.0106262 & 
78 & 1.88969e-10 & 7.85971 & 0.422926 & -0.0735922 & -0.540643 & 0.0106262 & 
79 & 1.344e-10 & 7.85971 & 0.422926 & -0.0735922 & -0.540643 & 0.0106262 & 
80 & 9.55883e-11 & 7.85971 & 0.422926 & -0.0735922 & -0.540643 & 0.0106262 & 
